3 ; 1 ; 13263 ; 13264 ; 71.000000 ; -1 ; RECVD
3 ; 1 ; 13263 ; 13264 ; 71.000000 ; 1 ; ENTER
3 ; 2 ; 13263 ; 13266 ; 4.000000 ; -1 ; RECVD
3 ; 2 ; 13263 ; 13266 ; 4.000000 ; 2 ; ENTER
3 ; 3 ; 13263 ; 13268 ; 34.000000 ; -1 ; RECVD
3 ; 3 ; 13263 ; 13268 ; 34.000000 ; 3 ; ENTER
3 ; 4 ; 13263 ; 13270 ; 35.000000 ; -1 ; RECVD
3 ; 4 ; 13263 ; 13270 ; 35.000000 ; 4 ; ENTER
3 ; 5 ; 13263 ; 13272 ; 2.000000 ; -1 ; RECVD
3 ; 5 ; 13263 ; 13272 ; 2.000000 ; 5 ; ENTER
3 ; 2 ; 13263 ; 13266 ; 4.000000 ; 2 ; TIMUP
3 ; 6 ; 13263 ; 13274 ; 34.000000 ; -1 ; RECVD
3 ; 6 ; 13263 ; 13274 ; 34.000000 ; 2 ; ENTER
3 ; 5 ; 13263 ; 13272 ; 2.000000 ; 5 ; TIMUP
3 ; 7 ; 13263 ; 13276 ; 36.000000 ; -1 ; RECVD
3 ; 7 ; 13263 ; 13276 ; 36.000000 ; 5 ; ENTER
3 ; 8 ; 13263 ; 13278 ; 65.000000 ; -1 ; RECVD
3 ; 8 ; 13263 ; 13278 ; 65.000000 ; 6 ; ENTER
3 ; 9 ; 13263 ; 13280 ; 32.000000 ; -1 ; RECVD
3 ; 3 ; 13263 ; 13268 ; 34.000000 ; 3 ; TIMUP
3 ; 10 ; 13263 ; 13281 ; 99.000000 ; -1 ; RECVD
3 ; 9 ; 13263 ; 13280 ; 32.000000 ; 3 ; ENTER
3 ; 4 ; 13263 ; 13270 ; 35.000000 ; 4 ; TIMUP
3 ; 11 ; 13263 ; 13282 ; 32.000000 ; -1 ; RECVD
3 ; 10 ; 13263 ; 13281 ; 99.000000 ; 4 ; ENTER
3 ; 6 ; 13263 ; 13274 ; 34.000000 ; 2 ; TIMUP
3 ; 12 ; 13263 ; 13283 ; 95.000000 ; -1 ; RECVD
3 ; 11 ; 13263 ; 13282 ; 32.000000 ; 2 ; ENTER
3 ; 7 ; 13263 ; 13276 ; 36.000000 ; 5 ; TIMUP
3 ; 13 ; 13263 ; 13284 ; 63.000000 ; -1 ; RECVD
3 ; 12 ; 13263 ; 13283 ; 95.000000 ; 5 ; ENTER
3 ; 9 ; 13263 ; 13280 ; 32.000000 ; 3 ; TIMUP
3 ; 14 ; 13263 ; 13286 ; 30.000000 ; -1 ; RECVD
3 ; 13 ; 13263 ; 13284 ; 63.000000 ; 3 ; ENTER
3 ; 1 ; 13263 ; 13264 ; 71.000000 ; 1 ; TIMUP
3 ; 15 ; 13263 ; 13285 ; 95.000000 ; -1 ; RECVD
3 ; 14 ; 13263 ; 13286 ; 30.000000 ; 1 ; ENTER
3 ; 11 ; 13263 ; 13282 ; 32.000000 ; 2 ; TIMUP
3 ; 16 ; 13263 ; 13287 ; 95.000000 ; -1 ; RECVD
3 ; 15 ; 13263 ; 13285 ; 95.000000 ; 2 ; ENTER
3 ; 8 ; 13263 ; 13278 ; 65.000000 ; 6 ; TIMUP
3 ; 17 ; 13263 ; 13288 ; 28.000000 ; -1 ; RECVD
3 ; 16 ; 13263 ; 13287 ; 95.000000 ; 6 ; ENTER
3 ; 14 ; 13263 ; 13286 ; 30.000000 ; 1 ; TIMUP
3 ; 18 ; 13263 ; 13289 ; 26.000000 ; -1 ; RECVD
3 ; 17 ; 13263 ; 13288 ; 28.000000 ; 1 ; ENTER
3 ; 17 ; 13263 ; 13288 ; 28.000000 ; 1 ; TIMUP
3 ; 19 ; 13263 ; 13290 ; 59.000000 ; -1 ; RECVD
3 ; 18 ; 13263 ; 13289 ; 26.000000 ; 1 ; ENTER
3 ; 13 ; 13263 ; 13284 ; 63.000000 ; 3 ; TIMUP
3 ; 20 ; 13263 ; 13291 ; 93.000000 ; -1 ; RECVD
3 ; 19 ; 13263 ; 13290 ; 59.000000 ; 3 ; ENTER
3 ; 10 ; 13263 ; 13281 ; 99.000000 ; 4 ; TIMUP
3 ; 21 ; 13263 ; 13292 ; 24.000000 ; -1 ; RECVD
3 ; 12 ; 13263 ; 13283 ; 95.000000 ; 5 ; TIMUP
3 ; 20 ; 13263 ; 13291 ; 93.000000 ; 4 ; ENTER
3 ; 22 ; 13263 ; 13293 ; 58.000000 ; -1 ; RECVD
3 ; 21 ; 13263 ; 13292 ; 24.000000 ; 5 ; ENTER
3 ; 18 ; 13263 ; 13289 ; 26.000000 ; 1 ; TIMUP
3 ; 23 ; 13263 ; 13294 ; 57.000000 ; -1 ; RECVD
3 ; 22 ; 13263 ; 13293 ; 58.000000 ; 1 ; ENTER
3 ; 21 ; 13263 ; 13292 ; 24.000000 ; 5 ; TIMUP
3 ; 24 ; 13263 ; 13295 ; 24.000000 ; -1 ; RECVD
3 ; 23 ; 13263 ; 13294 ; 57.000000 ; 5 ; ENTER
3 ; 15 ; 13263 ; 13285 ; 95.000000 ; 2 ; TIMUP
3 ; 25 ; 13263 ; 13296 ; 58.000000 ; -1 ; RECVD
3 ; 24 ; 13263 ; 13295 ; 24.000000 ; 2 ; ENTER
3 ; 16 ; 13263 ; 13287 ; 95.000000 ; 6 ; TIMUP
3 ; 26 ; 13263 ; 13297 ; 22.000000 ; -1 ; RECVD
3 ; 25 ; 13263 ; 13296 ; 58.000000 ; 6 ; ENTER
3 ; 19 ; 13263 ; 13290 ; 59.000000 ; 3 ; TIMUP
3 ; 24 ; 13263 ; 13295 ; 24.000000 ; 2 ; TIMUP
3 ; 27 ; 13263 ; 13298 ; 87.000000 ; -1 ; RECVD
3 ; 26 ; 13263 ; 13297 ; 22.000000 ; 2 ; ENTER
3 ; 28 ; 13263 ; 13299 ; 87.000000 ; -1 ; RECVD
3 ; 27 ; 13263 ; 13298 ; 87.000000 ; 3 ; ENTER
3 ; 26 ; 13263 ; 13297 ; 22.000000 ; 2 ; TIMUP
3 ; 29 ; 13263 ; 13300 ; 54.000000 ; -1 ; RECVD
3 ; 28 ; 13263 ; 13299 ; 87.000000 ; 2 ; ENTER
3 ; 22 ; 13263 ; 13293 ; 58.000000 ; 1 ; TIMUP
3 ; 30 ; 13263 ; 13301 ; 86.000000 ; -1 ; RECVD
3 ; 29 ; 13263 ; 13300 ; 54.000000 ; 1 ; ENTER
